cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2015-1769,Microsoft,Windows,"Microsoft Windows Mount Manager Privilege Escalation Vulnerability",2022-05-25,"A privilege escalation vulnerability exists when the Windows Mount Manager component improperly processes symbolic links.","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1769,CWE-264
CVE-2015-1671,Microsoft,Windows,"Microsoft Windows Remote Code Execution Vulnerability",2022-05-25,"A remote code execution vulnerability exists when components of Windows, .NET Framework, Office, Lync, and Silverlight fail to properly handle TrueType fonts.","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1671,CWE-19
CVE-2015-1770,Microsoft,Office,"Microsoft Office Uninitialized Memory Use Vulnerability",2022-03-28,"Microsoft Office allows remote attackers to execute arbitrary code via a crafted Office document.","Apply updates per vendor instructions.",2022-04-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1770,CWE-19
CVE-2015-1427,Elastic,Elasticsearch,"Elasticsearch Groovy Scripting Engine Remote Code Execution Vulnerability",2022-03-25,"The Groovy scripting engine in Elasticsearch allows remote attackers to bypass the sandbox protection mechanism and execute arbitrary shell commands.","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1427,CWE-284
CVE-2015-1187,"D-Link and TRENDnet","Multiple Devices","D-Link and TRENDnet Multiple Devices Remote Code Execution Vulnerability",2022-03-25,"The ping tool in multiple D-Link and TRENDnet devices allow remote attackers to perform remote code execution.","The impacted product is end-of-life and should be disconnected if still in use.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1187,CWE-287
CVE-2015-1701,Microsoft,Win32k,"Microsoft Win32k Privilege Escalation Vulnerability",2022-03-03,"An unspecified vulnerability exists in the Win32k.sys kernel-mode driver in Microsoft Windows Server that allows a local attacker to execute arbitrary code with elevated privileges.","Apply updates per vendor instructions.",2022-03-24,Known,https://nvd.nist.gov/vuln/detail/CVE-2015-1701,CWE-264
CVE-2015-1642,Microsoft,Office,"Microsoft Office Memory Corruption Vulnerability",2022-03-03,"Microsoft Office contains a memory corruption vulnerability that allows remote attackers to execute arbitrary code via a crafted document.","Apply updates per vendor instructions.",2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1642,CWE-119
CVE-2015-1635,Microsoft,HTTP.sys,"Microsoft HTTP.sys Remote Code Execution Vulnerability",2022-02-10,"Microsoft HTTP protocol stack (HTTP.sys) contains a vulnerability that allows for remote code execution.","Apply updates per vendor instructions.",2022-08-10,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1635,CWE-94
CVE-2015-1130,Apple,"OS X","Apple OS X Authentication Bypass Vulnerability",2022-02-10,"The XPC implementation in Admin Framework in Apple OS X before 10.10.3 allows local users to bypass authentication and obtain admin privileges.","Apply updates per vendor instructions.",2022-08-10,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1130,CWE-254
CVE-2015-1641,Microsoft,Office,"Microsoft Office Memory Corruption Vulnerability",2021-11-03,"Microsoft Office contains a memory corruption vulnerability due to failure to properly handle rich text format files in memory. Successful exploitation allows for remote code execution in the context of the current user.","Apply updates per vendor instructions.",2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1641,CWE-399
