cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2021-1048,Android,Kernel,"Android Kernel Use-After-Free Vulnerability",2022-05-23,"Android kernel contains a use-after-free vulnerability that allows for privilege escalation.","Apply updates per vendor instructions.",2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1048,CWE-416
CVE-2021-1789,Apple,"Multiple Products","Apple Multiple Products Type Confusion Vulnerability",2022-05-04,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.","Apply updates per vendor instructions.",2022-05-25,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1789,CWE-843
CVE-2021-1782,Apple,"Multiple Products","Apple Multiple Products Race Condition Vulnerability",2021-11-03,"Apple iOS, iPadOs, macOS, watchOS, and tvOS contain a race condition vulnerability that may allow a malicious application to elevate privileges.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1782,"CWE-362, CWE-667"
CVE-2021-1870,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS WebKit Remote Code Execution Vulnerability",2021-11-03,"Apple iOS, iPadOS, and macOS WebKit contain an unspecified logic vulnerability that allows a remote attacker to execute code. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1870,CWE-1173
CVE-2021-1871,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS WebKit Remote Code Execution Vulnerability",2021-11-03,"Apple iOS, iPadOS, and macOS WebKit contain an unspecified logic vulnerability that allows a remote attacker to execute code. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1871,CWE-1173
CVE-2021-1879,Apple,"iOS, iPadOS, and watchOS","Apple iOS, iPadOS, and watchOS WebKit Cross-Site Scripting (XSS) Vulnerability",2021-11-03,"Apple iOS, iPadOS, and watchOS WebKit contain an unspecified vulnerability that allows for universal cross-site scripting (XSS) when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1879,CWE-79
CVE-2021-1497,Cisco,"HyperFlex HX","Cisco HyperFlex HX Installer Virtual Machine Command Injection Vulnerability",2021-11-03,"Cisco HyperFlex HX Installer Virtual Machine contains an insufficient input validation vulnerability which could allow an attacker to execute commands on an affected device as the root user.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1497,CWE-78
CVE-2021-1498,Cisco,"HyperFlex HX","Cisco HyperFlex HX Data Platform Command Injection Vulnerability",2021-11-03,"Cisco HyperFlex HX Installer Virtual Machine contains an insufficient input validation vulnerability which could allow an attacker to execute commands on an affected device as the tomcat8 user.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1498,CWE-78
CVE-2021-1647,Microsoft,Defender,"Microsoft Defender Remote Code Execution Vulnerability",2021-11-03,"Microsoft Defender contains an unspecified vulnerability that allows for remote code execution.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1647,"CWE-122, CWE-1285"
CVE-2021-1732,Microsoft,Win32k,"Microsoft Win32k Privilege Escalation Vulnerability",2021-11-03,"Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.","Apply updates per vendor instructions.",2021-11-17,Known,https://nvd.nist.gov/vuln/detail/CVE-2021-1732,CWE-787
CVE-2021-1675,Microsoft,Windows,"Microsoft Windows Print Spooler Remote Code Execution Vulnerability",2021-11-03,"Microsoft Windows Print Spooler contains an unspecified vulnerability that allows for remote code execution.","Apply updates per vendor instructions.",2021-11-17,Known,https://nvd.nist.gov/vuln/detail/CVE-2021-1675,CWE-285
CVE-2021-1906,Qualcomm,"Multiple Chipsets","Qualcomm Multiple Chipsets Detection of Error Condition Without Action Vulnerability",2021-11-03,"Multiple Qualcomm chipsets contain a detection of error condition without action vulnerability when improper handling of address deregistration on failure can lead to new GPU address allocation failure.","Apply updates per vendor instructions.",2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1906,CWE-390
CVE-2021-1905,Qualcomm,"Multiple Chipsets","Qualcomm Multiple Chipsets Use-After-Free Vulnerability",2021-11-03,"Multiple Qualcomm Chipsets contain a use after free vulnerability due to improper handling of memory mapping of multiple processes simultaneously.","Apply updates per vendor instructions.",2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1905,CWE-416
