cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2022-38028,Microsoft,Windows,"Microsoft Windows Print Spooler Privilege Escalation Vulnerability ",2024-04-23,"Microsoft Windows Print Spooler service contains a privilege escalation vulnerability. An attacker may modify a JavaScript constraints file and execute it with SYSTEM-level permissions.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.  ",2024-05-14,Unknown,"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38028;  https://nvd.nist.gov/vuln/detail/CVE-2022-38028",
CVE-2022-31199,Netwrix,Auditor,"Netwrix Auditor Insecure Object Deserialization Vulnerability",2023-07-11,"Netwrix Auditor User Activity Video Recording component contains an insecure objection deserialization vulnerability that allows an unauthenticated, remote attacker to execute code as the NT AUTHORITY\SYSTEM user. Successful exploitation requires that the attacker is able to reach port 9004/TCP, which is commonly blocked by standard enterprise firewalling.","Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.",2023-08-01,Known,"Patch application requires login to customer portal: https://security.netwrix.com/Account/SignIn?ReturnUrl=%2FAdvisories%2FADV-2022-003;  https://nvd.nist.gov/vuln/detail/CVE-2022-31199","CWE-502, CWE-122"
CVE-2022-39197,Fortra,"Cobalt Strike","Fortra Cobalt Strike Teamserver Cross-Site Scripting (XSS) Vulnerability",2023-03-30,"Fortra Cobalt Strike contains a cross-site scripting (XSS) vulnerability in Teamserver that would allow an attacker to set a malformed username in the Beacon configuration, allowing them to execute code remotely.","Apply updates per vendor instructions.",2023-04-20,Unknown,"https://www.cobaltstrike.com/blog/out-of-band-update-cobalt-strike-4-7-1/;  https://nvd.nist.gov/vuln/detail/CVE-2022-39197","CWE-20, CWE-79"
CVE-2022-38181,Arm,"Mali Graphics Processing Unit (GPU)","Arm Mali GPU Kernel Driver Use-After-Free Vulnerability",2023-03-30,"Arm Mali GPU Kernel Driver contains a use-after-free vulnerability that may allow a non-privileged user to gain root privilege and/or disclose information.","Apply updates per vendor instructions.",2023-04-20,Unknown,"https://developer.arm.com/Arm%20Security%20Center/Mali%20GPU%20Driver%20Vulnerabilities;  https://nvd.nist.gov/vuln/detail/CVE-2022-38181",CWE-416
CVE-2022-3038,Google,"Chromium Network Service","Google Chromium Network Service Use-After-Free Vulnerability",2023-03-30,"Google Chromium Network Service contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply updates per vendor instructions.",2023-04-20,Unknown,"https://chromereleases.googleblog.com/2022/08/stable-channel-update-for-desktop_30.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-3038",CWE-416
CVE-2022-33891,Apache,Spark,"Apache Spark Command Injection Vulnerability",2023-03-07,"Apache Spark contains a command injection vulnerability via Spark User Interface (UI) when Access Control Lists (ACLs) are enabled.","Apply updates per vendor instructions.",2023-03-28,Unknown,"https://lists.apache.org/thread/p847l3kopoo5bjtmxrcwk21xp6tjxqlc;  https://nvd.nist.gov/vuln/detail/CVE-2022-33891",CWE-78
CVE-2022-35914,Teclib,GLPI,"Teclib GLPI Remote Code Execution Vulnerability",2023-03-07,"Teclib GLPI contains a remote code execution vulnerability in the third-party library, htmlawed.","Apply updates per vendor instructions.",2023-03-28,Unknown,"https://glpi-project.org/fr/glpi-10-0-3-disponible/, http://www.bioinformatics.org/phplabware/sourceer/sourceer.php?&Sfs=htmLawedTest.php&Sl=.%2Finternal_utilities%2FhtmLawed.;  https://nvd.nist.gov/vuln/detail/CVE-2022-35914",CWE-74
CVE-2022-36537,"ZK Framework",AuUploader,"ZK Framework AuUploader Unspecified Vulnerability",2023-02-27,"ZK Framework AuUploader servlets contain an unspecified vulnerability that could allow an attacker to retrieve the content of a file located in the web context. The ZK Framework is an open-source Java framework. This vulnerability can impact multiple products, including but not limited to ConnectWise R1Soft Server Backup Manager.","Apply updates per vendor instructions.",2023-03-20,Known,"https://tracker.zkoss.org/browse/ZK-5150;  https://nvd.nist.gov/vuln/detail/CVE-2022-36537",CWE-441
CVE-2022-3723,Google,"Chromium V8","Google Chromium V8 Type Confusion Vulnerability",2022-10-28,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply updates per vendor instructions.",2022-11-18,Unknown,"https://chromereleases.googleblog.com/2022/10/stable-channel-update-for-desktop_27.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-3723","CWE-122, CWE-843"
CVE-2022-36804,Atlassian,"Bitbucket Server and Data Center","Atlassian Bitbucket Server and Data Center Command Injection Vulnerability",2022-09-30,"Multiple API endpoints of Atlassian Bitbucket Server and Data Center contain a command injection vulnerability where an attacker with access to a public Bitbucket repository, or with read permissions to a private one, can execute code by sending a malicious HTTP request.","Apply updates per vendor instructions.",2022-10-21,Unknown,"https://jira.atlassian.com/browse/BSERV-13438;  https://nvd.nist.gov/vuln/detail/CVE-2022-36804","CWE-78, CWE-88, CWE-158"
CVE-2022-3236,Sophos,Firewall,"Sophos Firewall Code Injection Vulnerability",2022-09-23,"A code injection vulnerability in the User Portal and Webadmin of Sophos Firewall allows for remote code execution.","Apply updates per vendor instructions.",2022-10-14,Unknown,"https://www.sophos.com/en-us/security-advisories/sophos-sa-20220923-sfos-rce;  https://nvd.nist.gov/vuln/detail/CVE-2022-3236",CWE-94
