cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2018-8639,Microsoft,Windows,"Microsoft Windows Win32k Improper Resource Shutdown or Release Vulnerability",2025-03-03,"Microsoft Windows Win32k contains an improper resource shutdown or release vulnerability that allows for local, authenticated privilege escalation. An attacker who successfully exploited this vulnerability could run arbitrary code in kernel mode.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-24,Known,"https://msrc.microsoft.com/update-guide/en-US/advisory/CVE-2018-8639 ; https://nvd.nist.gov/vuln/detail/CVE-2018-8639",CWE-404
CVE-2018-8611,Microsoft,Windows,"Microsoft Windows Kernel Privilege Escalation Vulnerability",2022-05-24,"A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory.","Apply updates per vendor instructions.",2022-06-14,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-8611,CWE-404
CVE-2018-8589,Microsoft,Win32k,"Microsoft Win32k Privilege Escalation Vulnerability",2022-05-23,"A privilege escalation vulnerability exists when Windows improperly handles calls to Win32k.sys. An attacker who successfully exploited this vulnerability could run remote code in the security context of the local system.","Apply updates per vendor instructions.",2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-8589,
CVE-2018-8440,Microsoft,Windows,"Microsoft Windows Privilege Escalation Vulnerability",2022-03-28,"An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).","Apply updates per vendor instructions.",2022-04-18,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8440,
CVE-2018-8406,Microsoft,"DirectX Graphics Kernel (DXGKRNL)","Microsoft DirectX Graphics Kernel Privilege Escalation Vulnerability",2022-03-28,"An elevation of privilege vulnerability exists when the DirectX Graphics Kernel (DXGKRNL) driver improperly handles objects in memory.","Apply updates per vendor instructions.",2022-04-18,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8406,CWE-404
CVE-2018-8405,Microsoft,"DirectX Graphics Kernel (DXGKRNL)","Microsoft DirectX Graphics Kernel Privilege Escalation Vulnerability",2022-03-28,"An elevation of privilege vulnerability exists when the DirectX Graphics Kernel (DXGKRNL) driver improperly handles objects in memory.","Apply updates per vendor instructions.",2022-04-18,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8405,CWE-404
CVE-2018-8414,Microsoft,Windows,"Microsoft Windows Shell Remote Code Execution Vulnerability",2022-03-25,"A remote code execution vulnerability exists when the Windows Shell does not properly validate file paths.","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-8414,CWE-20
CVE-2018-8373,Microsoft,"Internet Explorer Scripting Engine","Microsoft Scripting Engine Memory Corruption Vulnerability",2022-03-25,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer.","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-8373,CWE-787
CVE-2018-8120,Microsoft,Win32k,"Microsoft Win32k Privilege Escalation Vulnerability",2022-03-15,"A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory.","Apply updates per vendor instructions.",2022-04-05,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8120,CWE-404
CVE-2018-8581,Microsoft,"Exchange Server","Microsoft Exchange Server Privilege Escalation Vulnerability",2022-03-03,"A privilege escalation vulnerability exists in Microsoft Exchange Server. An attacker who successfully exploited this vulnerability could attempt to impersonate any other user of the Exchange server.","Apply updates per vendor instructions.",2022-03-17,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8581,
CVE-2018-8298,ChakraCore,"ChakraCore scripting engine","ChakraCore Scripting Engine Type Confusion Vulnerability",2022-03-03,"The ChakraCore scripting engine contains a type confusion vulnerability which can allow for remote code execution.","Apply updates per vendor instructions.",2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-8298,CWE-843
CVE-2018-8174,Microsoft,Windows,"Microsoft Windows VBScript Engine Out-of-Bounds Write Vulnerability",2022-02-15,"A remote code execution vulnerability exists in the way that the VBScript engine handles objects in memory, aka ""Windows VBScript Engine Remote Code Execution""","Apply updates per vendor instructions.",2022-08-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8174,CWE-787
CVE-2018-8453,Microsoft,Win32k,"Microsoft Win32k Privilege Escalation Vulnerability",2022-01-21,"Microsoft Windows Win32k contains a vulnerability that allows an attacker to escalate privileges.","Apply updates per vendor instructions.",2022-07-21,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-8453,CWE-404
CVE-2018-8653,Microsoft,"Internet Explorer","Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability",2021-11-03,"Microsoft Internet Explorer contains a memory corruption vulnerability due to how the Scripting Engine handles objects in memory, leading to remote code execution.","Apply updates per vendor instructions.",2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-8653,CWE-787
