cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2019-19006,Sangoma,FreePBX," Sangoma FreePBX Improper Authentication Vulnerability",2026-02-03,"Sangoma FreePBX contains an improper authentication vulnerability that potentially allows unauthorized users to bypass password authentication and access services provided by the FreePBX admin.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-24,Unknown,"https://wiki.freepbx.org/display/FOP/2019-11-20%2BRemote%2BAdmin%2BAuthentication%2BBypass ; https://nvd.nist.gov/vuln/detail/CVE-2019-19006",CWE-287
CVE-2019-11001,Reolink,"Multiple IP Cameras","Reolink Multiple IP Cameras OS Command Injection Vulnerability",2024-12-18,"Reolink RLC-410W, C1 Pro, C2 Pro, RLC-422W, and RLC-511W IP cameras contain an authenticated OS command injection vulnerability. This vulnerability allows an authenticated admin to use the ""TestEmail"" functionality to inject and run OS commands as root.","The impacted product could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization if a current mitigation is unavailable.",2025-01-08,Unknown,"https://reolink.com/product-eol/ ; https://reolink.com/download-center/ ; https://nvd.nist.gov/vuln/detail/CVE-2019-11001",CWE-78
CVE-2019-16278,Nostromo,nhttpd,"Nostromo nhttpd Directory Traversal Vulnerability",2024-11-07,"Nostromo nhttpd contains a directory traversal vulnerability in the http_verify() function in a non-chrooted nhttpd server allowing for remote code execution.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-11-28,Unknown,"https://www.nazgul.ch/dev/nostromo_cl.txt ; https://nvd.nist.gov/vuln/detail/CVE-2019-16278",CWE-22
CVE-2019-17621,D-Link,"DIR-859 Router","D-Link DIR-859 Router Command Execution Vulnerability",2023-06-29,"D-Link DIR-859 router contains a command execution vulnerability in the UPnP endpoint URL, /gena.cgi. Exploitation allows an unauthenticated remote attacker to execute system commands as root by sending a specially crafted HTTP SUBSCRIBE request to the UPnP service when connecting to the local network.","Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.",2023-07-20,Unknown,"https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10147; https://nvd.nist.gov/vuln/detail/CVE-2019-17621",CWE-78
CVE-2019-1388,Microsoft,Windows,"Microsoft Windows Certificate Dialog Privilege Escalation Vulnerability",2023-04-07,"Microsoft Windows Certificate Dialog contains a privilege escalation vulnerability, allowing attackers to run processes in an elevated context.","Apply updates per vendor instructions.",2023-04-28,Known,"https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1388; https://nvd.nist.gov/vuln/detail/CVE-2019-1388",CWE-269
CVE-2019-15271,Cisco,"RV Series Routers","Cisco RV Series Routers Deserialization of Untrusted Data Vulnerability",2022-06-08,"A deserialization of untrusted data vulnerability in the web-based management interface of certain Cisco Small Business RV Series Routers could allow an attacker to execute code with root privileges.","Apply updates per vendor instructions.",2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-15271,CWE-502
CVE-2019-13720,Google,"Chrome WebAudio","Google Chrome WebAudio Use-After-Free Vulnerability",2022-05-23,"Google Chrome WebAudio contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.","Apply updates per vendor instructions.",2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-13720,CWE-416
CVE-2019-11707,Mozilla,"Firefox and Thunderbird","Mozilla Firefox and Thunderbird Type Confusion Vulnerability",2022-05-23,"Mozilla Firefox and Thunderbird contain a type confusion vulnerability that can occur when manipulating JavaScript objects due to issues in Array.pop, allowing for an exploitable crash.","Apply updates per vendor instructions.",2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-11707,CWE-843
CVE-2019-11708,Mozilla,"Firefox and Thunderbird","Mozilla Firefox and Thunderbird Sandbox Escape Vulnerability",2022-05-23,"Mozilla Firefox and Thunderbird contain a sandbox escape vulnerability that could result in remote code execution.","Apply updates per vendor instructions.",2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-11708,CWE-20
CVE-2019-18426,"Meta Platforms",WhatsApp,"WhatsApp Cross-Site Scripting Vulnerability",2022-05-23,"A vulnerability in WhatsApp Desktop when paired with WhatsApp for iPhone allows cross-site scripting and local file reading.","Apply updates per vendor instructions.",2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-18426,CWE-79
