cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2021-31196,Microsoft,"Exchange Server","Microsoft Exchange Server Information Disclosure Vulnerability",2024-08-21,"Microsoft Exchange Server contains an information disclosure vulnerability that allows for remote code execution.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-09-11,Unknown,"https://msrc.microsoft.com/update-guide/en-US/advisory/CVE-2021-31196; https://nvd.nist.gov/vuln/detail/CVE-2021-31196",
CVE-2021-33045,Dahua,"IP Camera Firmware","Dahua IP Camera Authentication Bypass Vulnerability",2024-08-21,"Dahua IP cameras and related products contain an authentication bypass vulnerability when the loopback device is specified by the client during authentication.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-09-11,Unknown,"https://www.dahuasecurity.com/aboutUs/trustedCenter/details/582; https://nvd.nist.gov/vuln/detail/CVE-2021-33045",CWE-287
CVE-2021-33044,Dahua,"IP Camera Firmware","Dahua IP Camera Authentication Bypass Vulnerability",2024-08-21,"Dahua IP cameras and related products contain an authentication bypass vulnerability when the NetKeyboard type argument is specified by the client during authentication.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-09-11,Unknown,"https://www.dahuasecurity.com/aboutUs/trustedCenter/details/582; https://nvd.nist.gov/vuln/detail/CVE-2021-33044",CWE-287
CVE-2021-36380,Sunhillo,SureLine,"Sunhillo SureLine OS Command Injection Vulnerablity",2024-03-05,"Sunhillo SureLine contains an OS command injection vulnerability that allows an attacker to cause a denial-of-service or utilize the device for persistence on the network via shell metacharacters in ipAddr or dnsAddr in /cgi/networkDiag.cgi.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-03-26,Unknown,"https://www.sunhillo.com/fb011/; https://nvd.nist.gov/vuln/detail/CVE-2021-36380",CWE-78
CVE-2021-3129,Laravel,Ignition,"Laravel Ignition File Upload Vulnerability",2023-09-18,"Laravel Ignition contains a file upload vulnerability that allows unauthenticated remote attackers to execute malicious code due to insecure usage of file_get_contents() and file_put_contents().","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-09,Known,"https://github.com/facade/ignition/releases/tag/2.5.2; https://nvd.nist.gov/vuln/detail/CVE-2021-3129",
CVE-2021-3560,"Red Hat",Polkit,"Red Hat Polkit Incorrect Authorization Vulnerability",2023-05-12,"Red Hat Polkit contains an incorrect authorization vulnerability through the bypassing of credential checks for D-Bus requests, allowing for privilege escalation.","Apply updates per vendor instructions.",2023-06-02,Unknown,"https://bugzilla.redhat.com/show_bug.cgi?id=1961710; https://nvd.nist.gov/vuln/detail/CVE-2021-3560",CWE-863
CVE-2021-30900,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Out-of-Bounds Write Vulnerability",2023-03-30,"Apple GPU drivers, included in iOS, iPadOS, and macOS, contain an out-of-bounds write vulnerability that may allow a malicious application to execute code with kernel privileges.","Apply updates per vendor instructions.",2023-04-20,Unknown,"https://support.apple.com/en-us/HT21286, https://support.apple.com/en-us/HT212868, https://support.apple.com/kb/HT212872; https://nvd.nist.gov/vuln/detail/CVE-2021-30900","CWE-20, CWE-787"
CVE-2021-39144,XStream,XStream,"XStream Remote Code Execution Vulnerability",2023-03-10,"XStream contains a remote code execution vulnerability that allows an attacker to manipulate the processed input stream and replace or inject objects that result in the execution of a local command on the server. This vulnerability can affect multiple products, including but not limited to VMware Cloud Foundation.","Apply updates per vendor instructions.",2023-03-31,Unknown,"https://www.vmware.com/security/advisories/VMSA-2022-0027.html, https://x-stream.github.io/CVE-2021-39144.html; https://nvd.nist.gov/vuln/detail/CVE-2021-39144","CWE-94, CWE-502"
CVE-2021-35587,Oracle,"Fusion Middleware","Oracle Fusion Middleware Unspecified Vulnerability",2022-11-28,"Oracle Fusion Middleware Access Manager allows an unauthenticated attacker with network access via HTTP to takeover the Access Manager product.","Apply updates per vendor instructions.",2022-12-19,Unknown,"https://www.oracle.com/security-alerts/cpujan2022.html; https://nvd.nist.gov/vuln/detail/CVE-2021-35587","CWE-502, CWE-790"
CVE-2021-3493,Linux,Kernel,"Linux Kernel Privilege Escalation Vulnerability",2022-10-20,"The overlayfs stacking file system in Linux kernel does not properly validate the application of file capabilities against user namespaces, which could lead to privilege escalation.","Apply updates per vendor instructions.",2022-11-10,Unknown,"https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=7c03e2cda4a584cadc398e8f6641ca9988a39d52; https://nvd.nist.gov/vuln/detail/CVE-2021-3493",CWE-862
CVE-2021-39226,"Grafana Labs",Grafana,"Grafana Authentication Bypass Vulnerability",2022-08-25,"Grafana contains an authentication bypass vulnerability that allows authenticated and unauthenticated users to view and delete all snapshot data, potentially resulting in complete snapshot data loss.","Apply updates per vendor instructions.",2022-09-15,Unknown,"https://grafana.com/blog/2021/10/05/grafana-7.5.11-and-8.1.6-released-with-critical-security-fix/; https://nvd.nist.gov/vuln/detail/CVE-2021-39226",CWE-287
CVE-2021-38406,"Delta Electronics","DOPSoft 2","Delta Electronics DOPSoft 2 Improper Input Validation Vulnerability",2022-08-25,"Delta Electronics DOPSoft 2 lacks proper validation of user-supplied data when parsing specific project files (improper input validation) resulting in an out-of-bounds write that allows for code execution.","The impacted product is end-of-life and should be disconnected if still in use.",2022-09-15,Unknown,"https://www.cisa.gov/uscert/ics/advisories/icsa-21-252-02; https://nvd.nist.gov/vuln/detail/CVE-2021-38406",CWE-787
CVE-2021-31010,Apple,"iOS, macOS, watchOS","Apple iOS, macOS, watchOS Sandbox Bypass Vulnerability",2022-08-25,"In affected versions of Apple iOS, macOS, and watchOS, a sandboxed process may be able to circumvent sandbox restrictions.","Apply updates per vendor instructions.",2022-09-15,Unknown,"https://support.apple.com/en-us/HT212804, https://support.apple.com/en-us/HT212805, https://support.apple.com/en-us/HT212806, https://support.apple.com/en-us/HT212807, https://support.apple.com/en-us/HT212824; https://nvd.nist.gov/vuln/detail/CVE-2021-31010","CWE-20, CWE-502"
CVE-2021-30533,Google,"Chromium PopupBlocker","Google Chromium PopupBlocker Security Bypass Vulnerability",2022-06-27,"Google Chromium PopupBlocker contains an insufficient policy enforcement vulnerability that allows a remote attacker to bypass navigation restrictions via a crafted iframe. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply updates per vendor instructions.",2022-07-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30533,CWE-863
CVE-2021-30983,Apple,"iOS and iPadOS","Apple iOS and iPadOS Buffer Overflow Vulnerability",2022-06-27,"Apple iOS and iPadOS contain a buffer overflow vulnerability that could allow an application to execute code with kernel privileges.","Apply updates per vendor instructions.",2022-07-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30983,CWE-119
CVE-2021-38163,SAP,NetWeaver,"SAP NetWeaver Unrestricted File Upload Vulnerability",2022-06-09,"SAP NetWeaver contains a vulnerability that allows unrestricted file upload.","Apply updates per vendor instructions.",2022-06-30,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-38163,CWE-23
CVE-2021-30883,Apple,"Multiple Products","Apple Multiple Products Memory Corruption Vulnerability",2022-05-23,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for remote code execution.","Apply updates per vendor instructions.",2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30883,CWE-787
CVE-2021-39793,Google,Pixel,"Google Pixel Out-of-Bounds Write Vulnerability",2022-04-11,"Google Pixel contains a possible out-of-bounds write due to a logic error in the code that could lead to local escalation of privilege.","Apply updates per vendor instructions.",2022-05-02,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-39793,CWE-787
