cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2021-26828,OpenPLC,ScadaBR,"OpenPLC ScadaBR Unrestricted Upload of File with Dangerous Type Vulnerability",2025-12-03,"OpenPLC ScadaBR contains an unrestricted upload of file with dangerous type vulnerability that allows remote authenticated users to upload and execute arbitrary JSP files via view_edit.shtm.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-24,Unknown,"This vulnerability could affect an open-source component, third-party library, protocol, or proprietary implementation that could be used by different products. For more information, please see: https://github.com/SCADA-LTS/Scada-LTS/pull/2174 ; https://nvd.nist.gov/vuln/detail/CVE-2021-26828",CWE-434
CVE-2021-26829,OpenPLC,ScadaBR,"OpenPLC ScadaBR Cross-site Scripting Vulnerability",2025-11-28,"OpenPLC ScadaBR contains a cross-site scripting vulnerability via system_settings.shtm.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-19,Unknown,"This vulnerability could affect an open-source component, third-party library, protocol, or proprietary implementation that could be used by different products. For more information, please see: https://github.com/SCADA-LTS/Scada-LTS/pull/3211 ; https://nvd.nist.gov/vuln/detail/CVE-2021-26829",CWE-79
CVE-2021-22555,Linux,Kernel,"Linux Kernel Heap Out-of-Bounds Write Vulnerability",2025-10-06,"Linux Kernel contains a heap out-of-bounds write vulnerability that could allow an attacker to gain privileges or cause a DoS (via heap memory corruption) through user name space.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-27,Unknown,"https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/net/netfilter/x_tables.c?id=9fa492cdc160cd27ce1046cb36f47d3b2b1efa21 ; https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/net/netfilter/x_tables.c?id=b29c457a6511435960115c0f548c4360d5f4801d ; https://security.netapp.com/advisory/ntap-20210805-0010/ ; https://github.com/google/security-research/security/advisories/GHSA-xxx5-8mvq-3528 ; https://nvd.nist.gov/vuln/detail/CVE-2021-22555",CWE-787
CVE-2021-21311,Adminer,Adminer,"Adminer Server-Side Request Forgery Vulnerability",2025-09-29,"Adminer contains a server-side request forgery vulnerability that, when exploited, allows a remote attacker to obtain potentially sensitive information.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-20,Unknown,"https://github.com/vrana/adminer/security/advisories/GHSA-x5r2-hj5c-8jx6 ; https://nvd.nist.gov/vuln/detail/CVE-2021-21311",CWE-918
CVE-2021-20035,SonicWall,"SMA100 Appliances","SonicWall SMA100 Appliances OS Command Injection Vulnerability",2025-04-16,"SonicWall SMA100 appliances contain an OS command injection vulnerability in the management interface that allows a remote authenticated attacker to inject arbitrary commands as a 'nobody' user, which could potentially lead to code execution.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-07,Unknown,"https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2021-0022 ; https://nvd.nist.gov/vuln/detail/CVE-2021-20035",CWE-78
CVE-2021-26086,Atlassian,"Jira Server and Data Center","Atlassian Jira Server and Data Center Path Traversal Vulnerability",2024-11-12,"Atlassian Jira Server and Data Center contain a path traversal vulnerability that allows a remote attacker to read particular files in the /WEB-INF/web.xml endpoint.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-12-03,Unknown,"https://jira.atlassian.com/browse/JRASERVER-72695 ; https://nvd.nist.gov/vuln/detail/CVE-2021-26086",CWE-22
CVE-2021-20124,DrayTek,VigorConnect,"Draytek VigorConnect Path Traversal Vulnerability ",2024-09-03,"Draytek VigorConnect contains a path traversal vulnerability in the file download functionality of the WebServlet endpoint. An unauthenticated attacker could leverage this vulnerability to download arbitrary files from the underlying operating system with root privileges.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-09-24,Unknown,"https://www.draytek.com/about/security-advisory/vigorconnect-software-security-vulnerability-(cve-2021-20123-cve-2021-20129); https://nvd.nist.gov/vuln/detail/CVE-2021-20124",CWE-22
CVE-2021-20123,DrayTek,VigorConnect,"Draytek VigorConnect Path Traversal Vulnerability ",2024-09-03,"Draytek VigorConnect contains a path traversal vulnerability in the DownloadFileServlet endpoint. An unauthenticated attacker could leverage this vulnerability to download arbitrary files from the underlying operating system with root privileges. ","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-09-24,Unknown,"https://www.draytek.com/about/security-advisory/vigorconnect-software-security-vulnerability-(cve-2021-20123-cve-2021-20129); https://nvd.nist.gov/vuln/detail/CVE-2021-20123",CWE-22
CVE-2021-29256,Arm,"Mali Graphics Processing Unit (GPU)","Arm Mali GPU Kernel Driver Use-After-Free Vulnerability",2023-07-07,"Arm Mali GPU Kernel Driver contains a use-after-free vulnerability that may allow a non-privileged user to gain root privilege and/or disclose information.","Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.",2023-07-28,Unknown,"https://developer.arm.com/Arm%20Security%20Center/Mali%20GPU%20Driver%20Vulnerabilities; https://nvd.nist.gov/vuln/detail/CVE-2021-29256",CWE-416
CVE-2021-25487,Samsung,"Mobile Devices","Samsung Mobile Devices Out-of-Bounds Read Vulnerability",2023-06-29,"Samsung mobile devices contain an out-of-bounds read vulnerability within the modem interface driver due to a lack of boundary checking of a buffer in set_skb_priv(), leading to remote code execution by dereference of an invalid function pointer.","Apply updates per vendor instructions or discontinue use of the product if updates are unavailable",2023-07-20,Unknown,"https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=10; https://nvd.nist.gov/vuln/detail/CVE-2021-25487",CWE-125
