cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2018-14634,Linux,Kernal,"Linux Kernel Integer Overflow Vulnerability",2026-01-26,"Linux Kernel contains an integer overflow vulnerability in the create_elf_tables() function which could allow an unprivileged local user with access to SUID (or otherwise privileged) binary to escalate their privileges on the system.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-02-16,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/about/ ; https://www.kernel.org/ ; https://www.cve.org/CVERecord?id=CVE-2018-14634 ; https://access.redhat.com/errata/RHSA-2018:3540 ; https://nvd.nist.gov/vuln/detail/CVE-2018-14634",CWE-190
CVE-2018-19410,Paessler,"PRTG Network Monitor","Paessler PRTG Network Monitor Local File Inclusion Vulnerability",2025-02-04,"Paessler PRTG Network Monitor contains a local file inclusion vulnerability that allows a remote, unauthenticated attacker to create users with read-write privileges (including administrator).","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2025-02-25,Unknown,"https://www.paessler.com/prtg/history/prtg-18#18.2.41.1652 ; https://nvd.nist.gov/vuln/detail/CVE-2018-19410",
CVE-2018-14933,NUUO,"NVRmini Devices","NUUO NVRmini Devices OS Command Injection Vulnerability ",2024-12-18,"NUUO NVRmini devices contain an OS command injection vulnerability. This vulnerability allows remote command execution via shell metacharacters in the uploaddir parameter for a writeuploaddir command.","The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.",2025-01-08,Unknown,"https://nuuo.com/wp-content/uploads/2023/03/NUUO-EOL-letter%EF%BC%BFNVRmini-2-and-NVRsolo-series.pdf ; https://nvd.nist.gov/vuln/detail/CVE-2018-14933",CWE-78
CVE-2018-15133,Laravel,"Laravel Framework","Laravel Deserialization of Untrusted Data Vulnerability",2024-01-16,"Laravel Framework contains a deserialization of untrusted data vulnerability, allowing for remote command execution. This vulnerability may only be exploited if a malicious user has accessed the application encryption key (APP_KEY environment variable).","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-02-06,Unknown,"https://laravel.com/docs/5.6/upgrade#upgrade-5.6.30; https://nvd.nist.gov/vuln/detail/CVE-2018-15133",CWE-502
CVE-2018-14667,"Red Hat","JBoss RichFaces Framework","Red Hat JBoss RichFaces Framework Expression Language Injection Vulnerability",2023-09-28,"Red Hat JBoss RichFaces Framework contains an expression language injection vulnerability via the UserResource resource. A remote, unauthenticated attacker could exploit this vulnerability to execute malicious code using a chain of Java serialized objects via org.ajax4jsf.resource.UserResource$UriData.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-19,Unknown,"https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-14667; https://nvd.nist.gov/vuln/detail/CVE-2018-14667",CWE-94
CVE-2018-18809,TIBCO,JasperReports,"TIBCO JasperReports Library Directory Traversal Vulnerability",2022-12-29,"TIBCO JasperReports Library contains a directory-traversal vulnerability that may allow web server users to access contents of the host system.","Apply updates per vendor instructions.",2023-01-19,Unknown,"https://www.tibco.com/support/advisories/2019/03/tibco-security-advisory-march-6-2019-tibco-jasperreports-library-2018-18809; https://nvd.nist.gov/vuln/detail/CVE-2018-18809",CWE-22
CVE-2018-19323,GIGABYTE,"Multiple Products","GIGABYTE Multiple Products Privilege Escalation Vulnerability",2022-10-24,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU expose functionality to read and write arbitrary physical memory. This could be leveraged by a local attacker to elevate privileges.","Apply updates per vendor instructions.",2022-11-14,Known,"https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19323",
CVE-2018-19322,GIGABYTE,"Multiple Products","GIGABYTE Multiple Products Code Execution Vulnerability",2022-10-24,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II expose functionality to read/write data from/to IO ports. This could be leveraged in a number of ways to ultimately run code with elevated privileges.","Apply updates per vendor instructions.",2022-11-14,Known,"https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19322",CWE-749
CVE-2018-19321,GIGABYTE,"Multiple Products","GIGABYTE Multiple Products Privilege Escalation Vulnerability",2022-10-24,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II expose functionality to read and write arbitrary physical memory. This could be leveraged by a local attacker to elevate privileges.","Apply updates per vendor instructions.",2022-11-14,Known,"https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19321",
CVE-2018-19320,GIGABYTE,"Multiple Products","GIGABYTE Multiple Products Unspecified Vulnerability",2022-10-24,"The GDrv low-level driver in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II exposes ring0 memcpy-like functionality that could allow a local attacker to take complete control of the affected system.","Apply updates per vendor instructions.",2022-11-14,Known,"https://www.gigabyte.com/Support/Security/1801; https://nvd.nist.gov/vuln/detail/CVE-2018-19320",
