cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2023-44221,SonicWall,"SMA100 Appliances","SonicWall SMA100 Appliances OS Command Injection Vulnerability",2025-05-01,"SonicWall SMA100 appliances contain an OS command injection vulnerability in the SSL-VPN management interface that allows a remote, authenticated attacker with administrative privilege to inject arbitrary commands as a 'nobody' user.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-22,Unknown,"https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2023-0018 ; https://nvd.nist.gov/vuln/detail/CVE-2023-44221",CWE-78
CVE-2023-48365,Qlik,Sense,"Qlik Sense HTTP Tunneling Vulnerability",2025-01-13,"Qlik Sense contains an HTTP tunneling vulnerability that allows an attacker to escalate privileges and execute HTTP requests on the backend server hosting the software.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2025-02-03,Known,"https://community.qlik.com/t5/Official-Support-Articles/Critical-Security-fixes-for-Qlik-Sense-Enterprise-for-Windows/tac-p/2120510 ; https://nvd.nist.gov/vuln/detail/CVE-2023-48365",CWE-444
CVE-2023-45727,"North Grid",Proself,"North Grid Proself Improper Restriction of XML External Entity (XXE) Reference Vulnerability",2024-12-03,"North Grid Proself Enterprise/Standard, Gateway, and Mail Sanitize contain an improper restriction of XML External Entity (XXE) reference vulnerability, which could allow a remote, unauthenticated attacker to conduct an XXE attack.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-12-24,Unknown,"https://www.proself.jp/information/153/ ; https://nvd.nist.gov/vuln/detail/CVE-2023-45727",CWE-611
CVE-2023-45249,Acronis,"Cyber Infrastructure (ACI)","Acronis Cyber Infrastructure (ACI) Insecure Default Password Vulnerability",2024-07-29,"Acronis Cyber Infrastructure (ACI) allows an unauthenticated user to execute commands remotely due to the use of default passwords.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-08-19,Unknown,"https://security-advisory.acronis.com/advisories/SEC-6452;  https://nvd.nist.gov/vuln/detail/CVE-2023-45249",CWE-1393
CVE-2023-43208,"NextGen Healthcare","Mirth Connect","NextGen Healthcare Mirth Connect Deserialization of Untrusted Data Vulnerability",2024-05-20,"NextGen Healthcare Mirth Connect contains a deserialization of untrusted data vulnerability that allows for unauthenticated remote code execution via a specially crafted request.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-06-10,Known,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status.   For more information, please see: https://github.com/nextgenhealthcare/connect/wiki/4.4.1---What%27s-New ;  https://nvd.nist.gov/vuln/detail/CVE-2023-43208",CWE-502
CVE-2023-48788,Fortinet,"FortiClient EMS","Fortinet FortiClient EMS SQL Injection Vulnerability",2024-03-25,"Fortinet FortiClient EMS contains a SQL injection vulnerability that allows an unauthenticated attacker to execute commands as SYSTEM via specifically crafted requests.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-04-15,Known,"https://www.fortiguard.com/psirt/FG-IR-24-007;  https://nvd.nist.gov/vuln/detail/CVE-2023-48788",CWE-89
CVE-2023-43770,Roundcube,Webmail,"Roundcube Webmail Persistent Cross-Site Scripting (XSS) Vulnerability",2024-02-12,"Roundcube Webmail contains a persistent cross-site scripting (XSS) vulnerability that can lead to information disclosure via malicious link references in plain/text messages.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-03-04,Unknown,"https://roundcube.net/news/2023/09/15/security-update-1.6.3-released ;  https://nvd.nist.gov/vuln/detail/CVE-2023-43770",CWE-79
CVE-2023-4762,Google,"Chromium V8","Google Chromium V8 Type Confusion Vulnerability",2024-02-06,"Google Chromium V8 contains a type confusion vulnerability that allows a remote attacker to execute code via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-02-27,Unknown,"https://chromereleases.googleblog.com/2023/09/stable-channel-update-for-desktop.html; https://nvd.nist.gov/vuln/detail/CVE-2023-4762",CWE-843
CVE-2023-46805,Ivanti,"Connect Secure and Policy Secure","Ivanti Connect Secure and Policy Secure Authentication Bypass Vulnerability",2024-01-10,"Ivanti Connect Secure (ICS, formerly known as Pulse Connect Secure) and Ivanti Policy Secure gateways contain an authentication bypass vulnerability in the web component that allows an attacker to access restricted resources by bypassing control checks. This vulnerability can be leveraged in conjunction with CVE-2024-21887, a command injection vulnerability.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-01-22,Unknown,"Please apply mitigations per vendor instructions. For more information, please see: https://forums.ivanti.com/s/article/KB-CVE-2023-46805-Authentication-Bypass-CVE-2024-21887-Command-Injection-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure-Gateways?language=en_US ;  https://nvd.nist.gov/vuln/detail/CVE-2023-46805",CWE-287
CVE-2023-41990,Apple,"Multiple Products","Apple Multiple Products Code Execution Vulnerability",2024-01-08,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain an unspecified vulnerability that allows for code execution when processing a font file.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-01-29,Unknown,"https://support.apple.com/en-us/HT213599, https://support.apple.com/en-us/HT213601, https://support.apple.com/en-us/HT213605, https://support.apple.com/en-us/HT213606, https://support.apple.com/en-us/HT213842, https://support.apple.com/en-us/HT213844, https://support.apple.com/en-us/HT213845 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-41990",
