cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2017-6884,Zyxel,"EMG2926 Routers","Zyxel EMG2926 Routers Command Injection Vulnerability",2023-09-18,"Zyxel EMG2926 routers contain a command injection vulnerability located in the diagnostic tools, specifically the nslookup function. A malicious user may exploit numerous vectors to execute malicious commands on the router, such as the ping_ip parameter to the expert/maintenance/diagnostic/nslookup URI.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-09,Unknown,"https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-command-injection-vulnerability-in-emg2926-q10a-ethernet-cpe, https://www.zyxelguard.com/Zyxel-EOL.asp; https://nvd.nist.gov/vuln/detail/CVE-2017-6884",CWE-78
CVE-2017-6742,Cisco,"IOS and IOS XE Software","Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability",2023-04-19,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload.","Apply updates per vendor instructions.",2023-05-10,Unknown,"https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170629-snmp; https://nvd.nist.gov/vuln/detail/CVE-2017-6742",CWE-119
CVE-2017-6862,NETGEAR,"Multiple Devices","NETGEAR Multiple Devices Buffer Overflow Vulnerability",2022-06-08,"Multiple NETGEAR devices contain a buffer overflow vulnerability that allows for authentication bypass and remote code execution.","Apply updates per vendor instructions.",2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6862,CWE-119
CVE-2017-6334,NETGEAR,"DGN2200 Devices","NETGEAR DGN2200 Devices OS Command Injection Vulnerability",2022-03-25,"dnslookup.cgi on NETGEAR DGN2200 devices with firmware through 10.0.0.50 allows remote authenticated users to execute arbitrary OS commands","The impacted product is end-of-life and should be disconnected if still in use.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6334,CWE-78
CVE-2017-6316,Citrix,"NetScaler SD-WAN Enterprise, CloudBridge Virtual WAN, and XenMobile Server","Citrix Multiple Products Remote Code Execution Vulnerability",2022-03-25,"A vulnerability has been identified in the management interface of Citrix NetScaler SD-WAN Enterprise and Standard Edition and Citrix CloudBridge Virtual WAN Edition that could result in an unauthenticated, remote attacker being able to execute arbitrary code as a root user. This vulnerability also affects XenMobile Server.","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6316,CWE-20
CVE-2017-6077,NETGEAR,"Wireless Router DGN2200","NETGEAR DGN2200 Remote Code Execution Vulnerability",2022-03-07,"NETGEAR DGN2200 wireless routers contain a vulnerability that allows for remote code execution.","Apply updates per vendor instructions.",2022-09-07,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6077,CWE-78
CVE-2017-6744,Cisco,"IOS software","Cisco IOS Software SNMP Remote Code Execution Vulnerability",2022-03-03,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS 1 contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload. An attacker could exploit these vulnerabilities by sending a crafted SNMP packet to an affected system via IPv4 or IPv6.","Apply updates per vendor instructions.",2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6744,CWE-119
CVE-2017-6743,Cisco,"IOS and IOS XE Software","Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability",2022-03-03,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code.","Apply updates per vendor instructions.",2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6743,CWE-119
CVE-2017-6740,Cisco,"IOS and IOS XE Software","Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability",2022-03-03,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload.","Apply updates per vendor instructions.",2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6740,CWE-119
CVE-2017-6739,Cisco,"IOS and IOS XE Software","Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability",2022-03-03,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload.","Apply updates per vendor instructions.",2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-6739,CWE-119
