cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2022-23748,Audinate,"Dante Discovery","Dante Discovery Process Control Vulnerability",2025-02-06,"Dante Discovery contains a process control vulnerability in mDNSResponder.exe that all allows for a DLL sideloading attack. A local attacker can leverage this vulnerability in the Dante Application Library to execute arbitrary code.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2025-02-27,Unknown,"https://www.getdante.com/support/faq/audinate-response-to-dante-discovery-mdnsresponder-exe-security-issue-cve-2022-23748/ ; https://nvd.nist.gov/vuln/detail/CVE-2022-23748",CWE-114
CVE-2022-23227,NUUO,"NVRmini2 Devices","NUUO NVRmini2 Devices Missing Authentication Vulnerability ",2024-12-18,"NUUO NVRmini2 devices contain a missing authentication vulnerability that allows an unauthenticated attacker to upload an encrypted TAR archive, which can be abused to add arbitrary users. ","The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.",2025-01-08,Unknown,"https://nuuo.com/wp-content/uploads/2023/03/NUUO-EOL-letter＿NVRmini-2-and-NVRsolo-series.pdf ; https://nvd.nist.gov/vuln/detail/CVE-2022-23227",CWE-306
CVE-2022-21445,Oracle,"ADF Faces","Oracle ADF Faces Deserialization of Untrusted Data Vulnerability",2024-09-18,"Oracle ADF Faces library, included with Oracle JDeveloper Distribution, contains a deserialization of untrusted data vulnerability leading to unauthenticated remote code execution.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-10-09,Unknown,"https://www.oracle.com/security-alerts/cpuapr2022.html  ;  https://nvd.nist.gov/vuln/detail/CVE-2022-21445",CWE-502
CVE-2022-22948,VMware,"vCenter Server","VMware vCenter Server Incorrect Default File Permissions Vulnerability ",2024-07-17,"VMware vCenter Server contains an incorrect default file permissions vulnerability that allows a remote, privileged attacker to gain access to sensitive information.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-08-07,Unknown,"https://www.vmware.com/security/advisories/VMSA-2022-0009.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-22948",CWE-276
CVE-2022-2586,Linux,Kernel,"Linux Kernel Use-After-Free Vulnerability",2024-06-26,"Linux Kernel contains a use-after-free vulnerability in the nft_object, allowing local attackers to escalate privileges. ","Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.",2024-07-17,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://seclists.org/oss-sec/2022/q3/131;  https://nvd.nist.gov/vuln/detail/CVE-2022-2586",CWE-416
CVE-2022-24816,OSGeo,JAI-EXT,"OSGeo GeoServer JAI-EXT Code Injection Vulnerability",2024-06-26,"OSGeo GeoServer JAI-EXT contains a code injection vulnerability that, when programs use jt-jiffle and allow Jiffle script to be provided via network request, could allow remote code execution.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2024-07-17,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. The patched JAI-EXT is version 1.1.22: https://github.com/geosolutions-it/jai-ext/releases/tag/1.1.22, https://github.com/geosolutions-it/jai-ext/security/advisories/GHSA-v92f-jx6p-73rx;  https://nvd.nist.gov/vuln/detail/CVE-2022-24816",CWE-94
CVE-2022-22071,Qualcomm,"Multiple Chipsets","Qualcomm Multiple Chipsets Use-After-Free Vulnerability",2023-12-05,"Multiple Qualcomm chipsets contain a use-after-free vulnerability when process shell memory is freed using IOCTL munmap call and process initialization is in progress.","Apply remediations or mitigations per vendor instructions or discontinue use of the product if remediation or mitigations are unavailable.",2023-12-26,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/586840fde350d7b8563df9889c8ce397e2c20dda;  https://nvd.nist.gov/vuln/detail/CVE-2022-22071",CWE-416
CVE-2022-22265,Samsung,"Mobile Devices","Samsung Mobile Devices Use-After-Free Vulnerability",2023-09-18,"Samsung devices with selected Exynos chipsets contain a use-after-free vulnerability that allows malicious memory write and code execution.","Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.",2023-10-09,Unknown,"https://security.samsungmobile.com/securityUpdate.smsb?year=2022&month=1;  https://nvd.nist.gov/vuln/detail/CVE-2022-22265",CWE-703
CVE-2022-29303,SolarView,Compact,"SolarView Compact Command Injection Vulnerability",2023-07-13,"SolarView Compact contains a command injection vulnerability due to improper validation of input values on the send test mail console of the product's web server.","Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.",2023-08-03,Unknown,"https://jvn.jp/en/vu/JVNVU92327282/;  https://nvd.nist.gov/vuln/detail/CVE-2022-29303",CWE-78
CVE-2022-27926,Synacor,"Zimbra Collaboration Suite (ZCS)","Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability",2023-04-03,"Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability by allowing an endpoint URL to accept parameters without sanitizing.","Apply updates per vendor instructions.",2023-04-24,Unknown,"https://wiki.zimbra.com/wiki/Security_Center;  https://nvd.nist.gov/vuln/detail/CVE-2022-27926","CWE-79, CWE-138"
