cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2015-5317,Jenkins,"Jenkins User Interface (UI)","Jenkins User Interface (UI) Information Disclosure Vulnerability",2023-05-12,"Jenkins User Interface (UI) contains an information disclosure vulnerability that allows users to see the names of jobs and builds otherwise inaccessible to them on the ""Fingerprints"" pages.","Apply updates per vendor instructions.",2023-06-02,Unknown,"https://www.jenkins.io/security/advisory/2015-11-11/; https://nvd.nist.gov/vuln/detail/CVE-2015-5317",CWE-200
CVE-2015-2291,Intel,"Ethernet Diagnostics Driver for Windows","Intel Ethernet Diagnostics Driver for Windows Denial-of-Service Vulnerability",2023-02-10,"Intel ethernet diagnostics driver for Windows IQVW32.sys and IQVW64.sys contain an unspecified vulnerability that allows for a denial-of-service (DoS).","Apply updates per vendor instructions.",2023-03-03,Known,"https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00051.html; https://nvd.nist.gov/vuln/detail/CVE-2015-2291",CWE-20
CVE-2015-0310,Adobe,"Flash Player","Adobe Flash Player ASLR Bypass Vulnerability",2022-05-25,"Adobe Flash Player does not properly restrict discovery of memory addresses, which allows attackers to bypass the address space layout randomization (ASLR) protection mechanism.","The impacted product is end-of-life and should be disconnected if still in use.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-0310,CWE-264
CVE-2015-0016,Microsoft,Windows,"Microsoft Windows TS WebProxy Directory Traversal Vulnerability",2022-05-25,"Directory traversal vulnerability in the TS WebProxy (TSWbPrxy) component in Microsoft Windows allows remote attackers to escalate privileges.","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-0016,CWE-22
CVE-2015-0071,Microsoft,"Internet Explorer","Microsoft Internet Explorer ASLR Bypass Vulnerability",2022-05-25,"Microsoft Internet Explorer allows remote attackers to bypass the address space layout randomization (ASLR) protection mechanism via a crafted web site.","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-0071,CWE-264
CVE-2015-2360,Microsoft,Win32k,"Microsoft Win32k Privilege Escalation Vulnerability",2022-05-25,"Win32k.sys in the kernel-mode drivers in Microsoft Windows allows local users to gain privileges or cause denial-of-service (DoS).","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-2360,CWE-119
CVE-2015-2425,Microsoft,"Internet Explorer","Microsoft Internet Explorer Memory Corruption Vulnerability",2022-05-25,"Microsoft Internet Explorer contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-2425,CWE-119
CVE-2015-1769,Microsoft,Windows,"Microsoft Windows Mount Manager Privilege Escalation Vulnerability",2022-05-25,"A privilege escalation vulnerability exists when the Windows Mount Manager component improperly processes symbolic links.","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-1769,CWE-264
CVE-2015-4495,Mozilla,Firefox,"Mozilla Firefox Security Feature Bypass Vulnerability",2022-05-25,"Moxilla Firefox allows remote attackers to bypass the Same Origin Policy to read arbitrary files or gain privileges.","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-4495,CWE-200
CVE-2015-8651,Adobe,"Flash Player","Adobe Flash Player Integer Overflow Vulnerability",2022-05-25,"Integer overflow in Adobe Flash Player allows attackers to execute code.","The impacted product is end-of-life and should be disconnected if still in use.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-8651,CWE-189
