cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2010-3962,Microsoft,"Internet Explorer","Microsoft Internet Explorer Uninitialized Memory Corruption Vulnerability",2025-10-06,"Microsoft Internet Explorer contains an uninitialized memory corruption vulnerability that could allow for remote code execution. The impacted product could be end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue product utilization.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-27,Unknown,"https://learn.microsoft.com/en-us/security-updates/SecurityAdvisories/2010/2458511?redirectedfrom=MSDN ; https://nvd.nist.gov/vuln/detail/CVE-2010-3962",
CVE-2010-3765,Mozilla,"Multiple Products","Mozilla Multiple Products Remote Code Execution Vulnerability",2025-10-06,"Mozilla Firefox, SeaMonkey, and Thunderbird contain an unspecified vulnerability when JavaScript is enabled. This allows remote attackers to execute arbitrary code via vectors related to nsCSSFrameConstructor::ContentAppended, the appendChild method, incorrect index tracking, and the creation of multiple frames, which triggers memory corruption.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-27,Unknown,"https://www.mozilla.org/en-US/security/advisories/mfsa2010-73 ; https://nvd.nist.gov/vuln/detail/CVE-2010-3765",
CVE-2010-3904,Linux,Kernel,"Linux Kernel Improper Input Validation Vulnerability",2023-05-12,"Linux Kernel contains an improper input validation vulnerability in the Reliable Datagram Sockets (RDS) protocol implementation that allows local users to gain privileges via crafted use of the sendmsg and recvmsg system calls.","The impacted product is end-of-life and should be disconnected if still in use.",2023-06-02,Unknown,"https://lkml.iu.edu/hypermail/linux/kernel/1601.3/06474.html; https://nvd.nist.gov/vuln/detail/CVE-2010-3904",CWE-20
CVE-2010-2568,Microsoft,Windows,"Microsoft Windows Remote Code Execution Vulnerability",2022-09-15,"Microsoft Windows incorrectly parses shortcuts in such a way that malicious code may be executed when the operating system displays the icon of a malicious shortcut file. An attacker who successfully exploited this vulnerability could execute code as the logged-on user.","Apply updates per vendor instructions.",2022-10-06,Unknown,"https://docs.microsoft.com/en-us/security-updates/securitybulletins/2010/ms10-046; https://nvd.nist.gov/vuln/detail/CVE-2010-2568",CWE-20
CVE-2010-2883,Adobe,"Acrobat and Reader","Adobe Acrobat and Reader Stack-Based Buffer Overflow Vulnerability",2022-06-08,"Adobe Acrobat and Reader contain a stack-based buffer overflow vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).","Apply updates per vendor instructions.",2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-2883,CWE-119
CVE-2010-2572,Microsoft,PowerPoint,"Microsoft PowerPoint Buffer Overflow Vulnerability",2022-06-08,"Microsoft PowerPoint contains a buffer overflow vulnerability that alllows for remote code execution.","Apply updates per vendor instructions.",2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-2572,CWE-119
CVE-2010-1297,Adobe,"Flash Player","Adobe Flash Player Memory Corruption Vulnerability",2022-06-08,"Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).","The impacted product is end-of-life and should be disconnected if still in use.",2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-1297,CWE-787
CVE-2010-1428,"Red Hat",JBoss,"Red Hat JBoss Information Disclosure Vulnerability",2022-05-25,"Unauthenticated access to the JBoss Application Server Web Console (/web-console) is blocked by default. However, it was found that this block was incomplete, and only blocked GET and POST HTTP verbs. A remote attacker could use this flaw to gain access to sensitive information.","Apply updates per vendor instructions.",2022-06-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2010-1428,CWE-264
CVE-2010-0840,Oracle,"Java Runtime Environment (JRE)","Oracle JRE Unspecified Vulnerability",2022-05-25,"Unspecified vulnerability in the Java Runtime Environment (JRE) in Java SE component allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors.","Apply updates per vendor instructions.",2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-0840,
CVE-2010-0738,"Red Hat",JBoss,"Red Hat JBoss Authentication Bypass Vulnerability",2022-05-25,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.","Apply updates per vendor instructions.",2022-06-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2010-0738,CWE-264
CVE-2010-5330,Ubiquiti,AirOS,"Ubiquiti AirOS Command Injection Vulnerability",2022-04-15,"Certain Ubiquiti devices contain a command injection vulnerability via a GET request to stainfo.cgi.","Apply updates per vendor instructions.",2022-05-06,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-5330,CWE-77
CVE-2010-4398,Microsoft,Windows,"Microsoft Windows Kernel Stack-Based Buffer Overflow Vulnerability",2022-03-28,"Stack-based buffer overflow in the RtlQueryRegistryValues function in win32k.sys in Microsoft Windows allows local users to gain privileges, and bypass the User Account Control (UAC) feature.","Apply updates per vendor instructions.",2022-04-21,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-4398,CWE-119
CVE-2010-4345,Exim,Exim,"Exim Privilege Escalation Vulnerability",2022-03-25,"Exim allows local users to gain privileges by leveraging the ability of the exim user account to specify an alternate configuration file with a directive that contains arbitrary commands.","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-4345,CWE-264
CVE-2010-4344,Exim,Exim,"Exim Heap-Based Buffer Overflow Vulnerability",2022-03-25,"Heap-based buffer overflow in the string_vformat function in string.c in Exim before 4.70 allows remote attackers to execute arbitrary code via an SMTP session.","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-4344,CWE-119
CVE-2010-3035,Cisco,"IOS XR","Cisco IOS XR Border Gateway Protocol (BGP) Denial-of-Service Vulnerability",2022-03-25,"Cisco IOS XR, when BGP is the configured routing feature, allows remote attackers to cause a denial-of-service (DoS).","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-3035,CWE-20
CVE-2010-2861,Adobe,ColdFusion,"Adobe ColdFusion Directory Traversal Vulnerability",2022-03-25,"A directory traversal vulnerability exists in the administrator console in Adobe ColdFusion which allows remote attackers to read arbitrary files.","Apply updates per vendor instructions.",2022-04-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2010-2861,CWE-22
CVE-2010-3333,Microsoft,Office,"Microsoft Office Stack-based Buffer Overflow Vulnerability",2022-03-03,"A stack-based buffer overflow vulnerability exists in the parsing of RTF data in Microsoft Office and earlier allows an attacker to perform remote code execution.","Apply updates per vendor instructions.",2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-3333,CWE-119
CVE-2010-0232,Microsoft,Windows,"Microsoft Windows Kernel Exception Handler Vulnerability",2022-03-03,"The kernel in Microsoft Windows, when access to 16-bit applications is enabled on a 32-bit x86 platform, does not properly validate certain BIOS calls, which allows local users to gain privileges.","Apply updates per vendor instructions.",2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2010-0232,CWE-264
CVE-2010-0188,Adobe,"Reader and Acrobat","Adobe Reader and Acrobat Arbitrary Code Execution Vulnerability",2022-03-03,"Unspecified vulnerability in Adobe Reader and Acrobat allows attackers to cause a denial of service or possibly execute arbitrary code.","Apply updates per vendor instructions.",2022-03-24,Known,https://nvd.nist.gov/vuln/detail/CVE-2010-0188,CWE-94
